Symbol,Price Level,Note,Foreground Color,Background Color,Text Alignment,Diameter,Draw Note Price Horizontal Line
ESU6.CME@RITHMIC,7503.25,7500 PW+CB,#000000,#FF1744,Right,1,true
ESU6.CME@RITHMIC,7528.25,7525 ZG,#000000,#FFD600,Right,1,true
ESU6.CME@RITHMIC,7678.25,7675 LG+VT-C,#000000,#FF9100,Right,1,true
ESU6.CME@RITHMIC,7723.25,7720 CW,#000000,#00C853,Right,1,true
ESU6.CME@RITHMIC,7687.25,745 PW+CB,#000000,#FF1744,Right,1,true
ESU6.CME@RITHMIC,7842.0,760 ZG,#000000,#FFD600,Right,1,true
ESU6.CME@RITHMIC,7893.75,765 CW+LG+VT-P,#000000,#00C853,Right,1,true
